Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crate.64.plate:8281, oredict.crateGt64PlateWaxSoulful.name
gregtech:gt.meta.crate.64.plate:8296, oredict.crateGt64PlateGreatwood.name
gregtech:gt.meta.crate.64.plate:8297, oredict.crateGt64PlateSilverwood.name
gregtech:gt.meta.crate.64.plate:8334, oredict.crateGt64PlateCoal.name
gregtech:gt.meta.crate.64.plate:8336, oredict.crateGt64PlateCharcoal.name
gregtech:gt.meta.crate.64.plate:8337, oredict.crateGt64PlateLignite.name
gregtech:gt.meta.crate.64.plate:8349, oredict.crateGt64PlateCoalCoke.name
gregtech:gt.meta.crate.64.plate:8362, oredict.crateGt64PlateAnthracite.name
gregtech:gt.meta.crate.64.plate:8363, oredict.crateGt64PlatePrismane.name
gregtech:gt.meta.crate.64.plate:8364, oredict.crateGt64PlateLonsdaleite.name
gregtech:gt.meta.crate.64.plate:8365, oredict.crateGt64PlateLigniteCoke.name
gregtech:gt.meta.crate.64.plate:8390, oredict.crateGt64PlatePetroleumCoke.name
gregtech:gt.meta.crate.64.plate:8418, oredict.crateGt64PlateBamboo.name
gregtech:gt.meta.crate.64.plate:8455, oredict.crateGt64PlateClayRed.name
gregtech:gt.meta.crate.64.plate:8500, oredict.crateGt64PlateStone.name
gregtech:gt.meta.crate.64.plate:8501, oredict.crateGt64PlateConcrete.name
gregtech:gt.meta.crate.64.plate:8502, oredict.crateGt64PlateNetherrack.name
gregtech:gt.meta.crate.64.plate:8503, oredict.crateGt64PlateNetherBrick.name
gregtech:gt.meta.crate.64.plate:8504, oredict.crateGt64PlateEndstone.name
gregtech:gt.meta.crate.64.plate:8505, oredict.crateGt64PlateBasalt.name
gregtech:gt.meta.crate.64.plate:8506, oredict.crateGt64PlateMarble.name
gregtech:gt.meta.crate.64.plate:8507, oredict.crateGt64PlateGraniteRed.name
gregtech:gt.meta.crate.64.plate:8508, oredict.crateGt64PlateGraniteBlack.name
gregtech:gt.meta.crate.64.plate:8509, oredict.crateGt64PlateRedrock.name
gregtech:gt.meta.crate.64.plate:8511, oredict.crateGt64PlateDiorite.name
gregtech:gt.meta.crate.64.plate:8517, oredict.crateGt64PlateUmber.name
gregtech:gt.meta.crate.64.plate:8518, oredict.crateGt64PlateGranite.name
gregtech:gt.meta.crate.64.plate:8523, oredict.crateGt64PlateDeadrock.name
gregtech:gt.meta.crate.64.plate:8599, oredict.crateGt64PlateBedrock.name
gregtech:gt.meta.crate.64.plate:8600, oredict.crateGt64PlateElectrum.name
gregtech:gt.meta.crate.64.plate:8601, oredict.crateGt64PlateSterlingSilver.name
gregtech:gt.meta.crate.64.plate:8602, oredict.crateGt64PlateRoseGold.name
gregtech:gt.meta.crate.64.plate:8603, oredict.crateGt64PlateAngmallen.name
gregtech:gt.meta.crate.64.plate:8604, oredict.crateGt64PlateGoldInductive.name
gregtech:gt.meta.crate.64.plate:8605, oredict.crateGt64PlateCdInAgAlloy.name
gregtech:gt.meta.crate.64.plate:8606, oredict.crateGt64PlateGildedIron.name
gregtech:gt.meta.crate.64.plate:8610, oredict.crateGt64PlateBronze.name
gregtech:gt.meta.crate.64.plate:8611, oredict.crateGt64PlateBlackBronze.name
gregtech:gt.meta.crate.64.plate:8612, oredict.crateGt64PlateBismuthBronze.name
gregtech:gt.meta.crate.64.plate:8613, oredict.crateGt64PlateHepatizon.name
gregtech:gt.meta.crate.64.plate:8620, oredict.crateGt64PlateBrass.name
gregtech:gt.meta.crate.64.plate:8621, oredict.crateGt64PlateCobaltBrass.name
gregtech:gt.meta.crate.64.plate:8622, oredict.crateGt64PlateAluminiumAlloy.name
gregtech:gt.meta.crate.64.plate:8630, oredict.crateGt64PlateSteel.name
gregtech:gt.meta.crate.64.plate:8631, oredict.crateGt64PlateBlackSteel.name
gregtech:gt.meta.crate.64.plate:8632, oredict.crateGt64PlateBlueSteel.name
gregtech:gt.meta.crate.64.plate:8633, oredict.crateGt64PlateRedSteel.name
gregtech:gt.meta.crate.64.plate:8634, oredict.crateGt64PlateDamascusSteel.name
gregtech:gt.meta.crate.64.plate:8635, oredict.crateGt64PlateTungstensteel.name
gregtech:gt.meta.crate.64.plate:8636, oredict.crateGt64PlateStainlessSteel.name
gregtech:gt.meta.crate.64.plate:8637, oredict.crateGt64PlateHSLASteel.name
gregtech:gt.meta.crate.64.plate:8638, oredict.crateGt64PlateTungstenCarbide.name
gregtech:gt.meta.crate.64.plate:8639, oredict.crateGt64PlateHSLASpringSteel.name
gregtech:gt.meta.crate.64.plate:8640, oredict.crateGt64PlateAnnealedCopper.name
gregtech:gt.meta.crate.64.plate:8642, oredict.crateGt64PlatePigIron.name
gregtech:gt.meta.crate.64.plate:8643, oredict.crateGt64PlateWroughtIron.name
gregtech:gt.meta.crate.64.plate:8644, oredict.crateGt64PlateIronCompressed.name
gregtech:gt.meta.crate.64.plate:8645, oredict.crateGt64PlateIronMagnetic.name
gregtech:gt.meta.crate.64.plate:8646, oredict.crateGt64PlateSteelMagnetic.name
gregtech:gt.meta.crate.64.plate:8647, oredict.crateGt64PlateNeodymiumMagnetic.name
gregtech:gt.meta.crate.64.plate:8648, oredict.crateGt64PlateDarkIron.name
gregtech:gt.meta.crate.64.plate:8649, oredict.crateGt64PlateMeteoricIron.name
gregtech:gt.meta.crate.64.plate:8650, oredict.crateGt64PlateMeteoricSteel.name
gregtech:gt.meta.crate.64.plate:8651, oredict.crateGt64PlateSteelGalvanized.name
gregtech:gt.meta.crate.64.plate:8652, oredict.crateGt64PlateTungstenSintered.name
gregtech:gt.meta.crate.64.plate:8653, oredict.crateGt64PlateVanadiumSteel.name
gregtech:gt.meta.crate.64.plate:8654, oredict.crateGt64PlateTitaniumGold.name
gregtech:gt.meta.crate.64.plate:8660, oredict.crateGt64PlateRedAlloy.name
gregtech:gt.meta.crate.64.plate:8661, oredict.crateGt64PlateInvar.name
gregtech:gt.meta.crate.64.plate:8662, oredict.crateGt64PlateConstantan.name
gregtech:gt.meta.crate.64.plate:8663, oredict.crateGt64PlateNichrome.name
gregtech:gt.meta.crate.64.plate:8664, oredict.crateGt64PlateKanthal.name
gregtech:gt.meta.crate.64.plate:8665, oredict.crateGt64PlateMagnalium.name
gregtech:gt.meta.crate.64.plate:8666, oredict.crateGt64PlateUltimet.name
gregtech:gt.meta.crate.64.plate:8667, oredict.crateGt64PlateTinAlloy.name
gregtech:gt.meta.crate.64.plate:8668, oredict.crateGt64PlateBatteryAlloy.name
gregtech:gt.meta.crate.64.plate:8669, oredict.crateGt64PlateSolderingAlloy.name
gregtech:gt.meta.crate.64.plate:8672, oredict.crateGt64PlateIronWood.name
gregtech:gt.meta.crate.64.plate:8673, oredict.crateGt64PlateSteeleaf.name
gregtech:gt.meta.crate.64.plate:8676, oredict.crateGt64PlateAstralSilver.name
gregtech:gt.meta.crate.64.plate:8677, oredict.crateGt64PlateMidasium.name
gregtech:gt.meta.crate.64.plate:8678, oredict.crateGt64PlateMithril.name
gregtech:gt.meta.crate.64.plate:8679, oredict.crateGt64PlateThaumium.name
gregtech:gt.meta.crate.64.plate:8681, oredict.crateGt64PlateVoidMetal.name
gregtech:gt.meta.crate.64.plate:8682, oredict.crateGt64PlateOsmiridium.name
gregtech:gt.meta.crate.64.plate:8683, oredict.crateGt64PlateSunnarium.name
gregtech:gt.meta.crate.64.plate:8684, oredict.crateGt64PlateTrinaquadalloy.name
gregtech:gt.meta.crate.64.plate:8685, oredict.crateGt64PlateChromiumDioxide.name
gregtech:gt.meta.crate.64.plate:8686, oredict.crateGt64PlateVanadiumGallium.name
gregtech:gt.meta.crate.64.plate:8687, oredict.crateGt64PlateYttriumBariumCuprate.name
gregtech:gt.meta.crate.64.plate:8688, oredict.crateGt64PlateNiobiumNitride.name
gregtech:gt.meta.crate.64.plate:8689, oredict.crateGt64PlateNiobiumTitanium.name
gregtech:gt.meta.crate.64.plate:8700, oredict.crateGt64PlateAluminiumBrass.name
gregtech:gt.meta.crate.64.plate:8701, oredict.crateGt64PlateAredrite.name
gregtech:gt.meta.crate.64.plate:8702, oredict.crateGt64PlateAlumite.name
gregtech:gt.meta.crate.64.plate:8703, oredict.crateGt64PlateManyullyn.name
gregtech:gt.meta.crate.64.plate:8704, oredict.crateGt64PlateVibraniumSteel.name
gregtech:gt.meta.crate.64.plate:8705, oredict.crateGt64PlateVibraniumSilver.name
gregtech:gt.meta.crate.64.plate:8706, oredict.crateGt64PlateVibramantium.name
gregtech:gt.meta.crate.64.plate:8707, oredict.crateGt64PlateArdite.name
gregtech:gt.meta.crate.64.plate:8708, oredict.crateGt64PlateSignalum.name
gregtech:gt.meta.crate.64.plate:8709, oredict.crateGt64PlateLumium.name
gregtech:gt.meta.crate.64.plate:8710, oredict.crateGt64PlateEnderium.name
gregtech:gt.meta.crate.64.plate:8711, oredict.crateGt64PlateElectrumFlux.name
gregtech:gt.meta.crate.64.plate:8713, oredict.crateGt64PlateGlowstoneRefined.name
gregtech:gt.meta.crate.64.plate:8714, oredict.crateGt64PlateObsidianRefined.name
gregtech:gt.meta.crate.64.plate:8718, oredict.crateGt64PlateBedrockHSLAAlloy.name
gregtech:gt.meta.crate.64.plate:8719, oredict.crateGt64PlateOsmium.name
gregtech:gt.meta.crate.64.plate:8725, oredict.crateGt64PlatePulsatingIron.name
gregtech:gt.meta.crate.64.plate:8726, oredict.crateGt64PlateVibrantAlloy.name
gregtech:gt.meta.crate.64.plate:8727, oredict.crateGt64PlateConductiveIron.name
gregtech:gt.meta.crate.64.plate:8728, oredict.crateGt64PlateEnergeticAlloy.name
gregtech:gt.meta.crate.64.plate:8729, oredict.crateGt64PlateEnderiumBase.name
gregtech:gt.meta.crate.64.plate:8730, oredict.crateGt64PlateElectricalSteel.name
gregtech:gt.meta.crate.64.plate:8731, oredict.crateGt64PlateObsidianSteel.name
gregtech:gt.meta.crate.64.plate:8732, oredict.crateGt64PlateSoularium.name
gregtech:gt.meta.crate.64.plate:8733, oredict.crateGt64PlateRedstoneAlloy.name
gregtech:gt.meta.crate.64.plate:8734, oredict.crateGt64PlateSpectreIron.name
gregtech:gt.meta.crate.64.plate:8736, oredict.crateGt64PlateEndium.name
gregtech:gt.meta.crate.64.plate:8744, oredict.crateGt64PlateAncientDebris.name
gregtech:gt.meta.crate.64.plate:8745, oredict.crateGt64PlateNetherite.name
gregtech:gt.meta.crate.64.plate:8746, oredict.crateGt64PlateNetherizedDiamond.name
gregtech:gt.meta.crate.64.plate:8747, oredict.crateGt64PlateEfrine.name
gregtech:gt.meta.crate.64.plate:8751, oredict.crateGt64PlateDuranium.name
gregtech:gt.meta.crate.64.plate:8752, oredict.crateGt64PlateTritanium.name
gregtech:gt.meta.crate.64.plate:8756, oredict.crateGt64PlateDuralumin.name
gregtech:gt.meta.crate.64.plate:8766, oredict.crateGt64PlateHSLATungstenAlloy.name
gregtech:gt.meta.crate.64.plate:8782, oredict.crateGt64PlateTartarite.name
gregtech:gt.meta.crate.64.plate:8784, oredict.crateGt64PlateAdamantine.name
gregtech:gt.meta.crate.64.plate:8790, oredict.crateGt64PlateTrinitanium.name
gregtech:gt.meta.crate.64.plate:8791, oredict.crateGt64PlateDraconium.name
gregtech:gt.meta.crate.64.plate:8792, oredict.crateGt64PlateDraconiumAwakened.name
gregtech:gt.meta.crate.64.plate:8793, oredict.crateGt64PlateTitaniumIridium.name
gregtech:gt.meta.crate.64.plate:8794, oredict.crateGt64PlateTitaniumAluminide.name
gregtech:gt.meta.crate.64.plate:8795, oredict.crateGt64PlateBedrockium.name
gregtech:gt.meta.crate.64.plate:8796, oredict.crateGt64PlateHSSG.name
gregtech:gt.meta.crate.64.plate:8797, oredict.crateGt64PlateHSSE.name
gregtech:gt.meta.crate.64.plate:8798, oredict.crateGt64PlateHSSS.name
gregtech:gt.meta.crate.64.plate:8799, oredict.crateGt64PlateCrystalMatrix.name
gregtech:gt.meta.crate.64.plate:8800, oredict.crateGt64PlateCosmicNeutronium.name
gregtech:gt.meta.crate.64.plate:8801, oredict.crateGt64PlateInfinity.name
gregtech:gt.meta.crate.64.plate:8802, oredict.crateGt64PlateTantalumHafniumCarbide.name
gregtech:gt.meta.crate.64.plate:9000, oredict.crateGt64PlatePumice.name
gregtech:gt.meta.crate.64.plate:9103, oredict.crateGt64PlateAsbestos.name
gregtech:gt.meta.crate.64.plate:9153, oredict.crateGt64PlateBentonite.name
gregtech:gt.meta.crate.64.plate:9154, oredict.crateGt64PlatePalygorskite.name
gregtech:gt.meta.crate.64.plate:9167, oredict.crateGt64PlateKaolinite.name
gregtech:gt.meta.crate.64.plate:9170, oredict.crateGt64PlateGneiss.name
gregtech:gt.meta.crate.64.plate:9171, oredict.crateGt64PlateGreenschist.name
gregtech:gt.meta.crate.64.plate:9172, oredict.crateGt64PlateGreenstone.name
gregtech:gt.meta.crate.64.plate:9173, oredict.crateGt64PlateGreywacke.name
gregtech:gt.meta.crate.64.plate:9174, oredict.crateGt64PlateGraphite.name
gregtech:gt.meta.crate.64.plate:9175, oredict.crateGt64PlateGraphene.name
gregtech:gt.meta.crate.64.plate:9176, oredict.crateGt64PlateGabbro.name
gregtech:gt.meta.crate.64.plate:9177, oredict.crateGt64PlateKomatiite.name
gregtech:gt.meta.crate.64.plate:9178, oredict.crateGt64PlateSiltstone.name
gregtech:gt.meta.crate.64.plate:9179, oredict.crateGt64PlateRhyolite.name
gregtech:gt.meta.crate.64.plate:9181, oredict.crateGt64PlateMigmatite.name
gregtech:gt.meta.crate.64.plate:9182, oredict.crateGt64PlateEpidote.name
gregtech:gt.meta.crate.64.plate:9184, oredict.crateGt64PlateBlueschist.name
gregtech:gt.meta.crate.64.plate:9185, oredict.crateGt64PlateBluestone.name
gregtech:gt.meta.crate.64.plate:9186, oredict.crateGt64PlateChert.name
gregtech:gt.meta.crate.64.plate:9187, oredict.crateGt64PlateDacite.name
gregtech:gt.meta.crate.64.plate:9188, oredict.crateGt64PlateAndesite.name
gregtech:gt.meta.crate.64.plate:9189, oredict.crateGt64PlateLimestone.name
gregtech:gt.meta.crate.64.plate:9190, oredict.crateGt64PlateShale.name
gregtech:gt.meta.crate.64.plate:9191, oredict.crateGt64PlateEclogite.name
gregtech:gt.meta.crate.64.plate:9215, oredict.crateGt64PlateFluorite.name
gregtech:gt.meta.crate.64.plate:9218, oredict.crateGt64PlateKimberlite.name
gregtech:gt.meta.crate.64.plate:9222, oredict.crateGt64PlateSlate.name
gregtech:gt.meta.crate.64.plate:9223, oredict.crateGt64PlateBlackstone.name
gregtech:gt.meta.crate.64.plate:9300, oredict.crateGt64PlateOak.name
gregtech:gt.meta.crate.64.plate:9301, oredict.crateGt64PlateBirch.name
gregtech:gt.meta.crate.64.plate:9302, oredict.crateGt64PlateSpruce.name
gregtech:gt.meta.crate.64.plate:9303, oredict.crateGt64PlateJunglewood.name
gregtech:gt.meta.crate.64.plate:9304, oredict.crateGt64PlateAcacia.name
gregtech:gt.meta.crate.64.plate:9305, oredict.crateGt64PlateDarkOak.name
gregtech:gt.meta.crate.64.plate:9306, oredict.crateGt64PlateCrimsonwood.name
gregtech:gt.meta.crate.64.plate:9307, oredict.crateGt64PlateWarpedwood.name
gregtech:gt.meta.crate.64.plate:9308, oredict.crateGt64PlateWoodCompressed.name
gregtech:gt.meta.crate.64.plate:9309, oredict.crateGt64PlateWoodDead.name
gregtech:gt.meta.crate.64.plate:9310, oredict.crateGt64PlateWoodRotten.name
gregtech:gt.meta.crate.64.plate:9311, oredict.crateGt64PlateWoodMossy.name
gregtech:gt.meta.crate.64.plate:9312, oredict.crateGt64PlateWoodFrozen.name
gregtech:gt.meta.crate.64.plate:9313, oredict.crateGt64PlateMaple.name
gregtech:gt.meta.crate.64.plate:9314, oredict.crateGt64PlateWillow.name
gregtech:gt.meta.crate.64.plate:9315, oredict.crateGt64PlateBlueMahoe.name
gregtech:gt.meta.crate.64.plate:9316, oredict.crateGt64PlateHazel.name
gregtech:gt.meta.crate.64.plate:9317, oredict.crateGt64PlateCinnamonwood.name
gregtech:gt.meta.crate.64.plate:9318, oredict.crateGt64PlateCoconutwood.name
gregtech:gt.meta.crate.64.plate:9319, oredict.crateGt64PlateRainbowood.name
gregtech:gt.meta.crate.64.plate:9320, oredict.crateGt64PlateTowerwood.name
gregtech:gt.meta.crate.64.plate:9321, oredict.crateGt64PlateWitchwood.name
gregtech:gt.meta.crate.64.plate:9322, oredict.crateGt64PlateOgrewood.name
gregtech:gt.meta.crate.64.plate:9323, oredict.crateGt64PlateWyvernwood.name
gregtech:gt.meta.crate.64.plate:9324, oredict.crateGt64PlateAspen.name
gregtech:gt.meta.crate.64.plate:9325, oredict.crateGt64PlateDouglasFir.name
gregtech:gt.meta.crate.64.plate:9326, oredict.crateGt64PlateSycamore.name
gregtech:gt.meta.crate.64.plate:9327, oredict.crateGt64PlateWhiteCedar.name
gregtech:gt.meta.crate.64.plate:9328, oredict.crateGt64PlateWhiteElm.name
gregtech:gt.meta.crate.64.plate:9329, oredict.crateGt64PlateThorntree.name
gregtech:gt.meta.crate.64.plate:9330, oredict.crateGt64PlateSilverPine.name
gregtech:gt.meta.crate.64.plate:9331, oredict.crateGt64PlateAlder.name
gregtech:gt.meta.crate.64.plate:9332, oredict.crateGt64PlateHawthorn.name
gregtech:gt.meta.crate.64.plate:9333, oredict.crateGt64PlateRowan.name
gregtech:gt.meta.crate.64.plate:9334, oredict.crateGt64PlateAutumnwood.name
gregtech:gt.meta.crate.64.plate:9335, oredict.crateGt64PlatePine.name
gregtech:gt.meta.crate.64.plate:9336, oredict.crateGt64PlateCypress.name
gregtech:gt.meta.crate.64.plate:9337, oredict.crateGt64PlateFir.name
gregtech:gt.meta.crate.64.plate:9338, oredict.crateGt64PlateJapaneseMaple.name
gregtech:gt.meta.crate.64.plate:9339, oredict.crateGt64PlateRainbowEucalyptus.name
gregtech:gt.meta.crate.64.plate:9340, oredict.crateGt64PlateRedwood.name
gregtech:gt.meta.crate.64.plate:9341, oredict.crateGt64PlateSakura.name
gregtech:gt.meta.crate.64.plate:9342, oredict.crateGt64PlateBalsa.name
gregtech:gt.meta.crate.64.plate:9343, oredict.crateGt64PlateBaobab.name
gregtech:gt.meta.crate.64.plate:9344, oredict.crateGt64PlateCherrywood.name
gregtech:gt.meta.crate.64.plate:9345, oredict.crateGt64PlateChestnutwood.name
gregtech:gt.meta.crate.64.plate:9346, oredict.crateGt64PlateCitruswood.name
gregtech:gt.meta.crate.64.plate:9347, oredict.crateGt64PlateCocobolowood.name
gregtech:gt.meta.crate.64.plate:9348, oredict.crateGt64PlateEbony.name
gregtech:gt.meta.crate.64.plate:9349, oredict.crateGt64PlateGiganteumwood.name
gregtech:gt.meta.crate.64.plate:9350, oredict.crateGt64PlateGreenheart.name
gregtech:gt.meta.crate.64.plate:9351, oredict.crateGt64PlateIpe.name
gregtech:gt.meta.crate.64.plate:9352, oredict.crateGt64PlateKapok.name
gregtech:gt.meta.crate.64.plate:9353, oredict.crateGt64PlateLarch.name
gregtech:gt.meta.crate.64.plate:9354, oredict.crateGt64PlateLimewood.name
gregtech:gt.meta.crate.64.plate:9355, oredict.crateGt64PlateMahoe.name
gregtech:gt.meta.crate.64.plate:9356, oredict.crateGt64PlateMahogany.name
gregtech:gt.meta.crate.64.plate:9357, oredict.crateGt64PlatePadauk.name
gregtech:gt.meta.crate.64.plate:9358, oredict.crateGt64PlatePalm.name
gregtech:gt.meta.crate.64.plate:9359, oredict.crateGt64PlatePapayawood.name
gregtech:gt.meta.crate.64.plate:9360, oredict.crateGt64PlatePlumwood.name
gregtech:gt.meta.crate.64.plate:9361, oredict.crateGt64PlatePoplar.name
gregtech:gt.meta.crate.64.plate:9362, oredict.crateGt64PlateSequoia.name
gregtech:gt.meta.crate.64.plate:9363, oredict.crateGt64PlateTeak.name
gregtech:gt.meta.crate.64.plate:9364, oredict.crateGt64PlateWalnutwood.name
gregtech:gt.meta.crate.64.plate:9365, oredict.crateGt64PlateWenge.name
gregtech:gt.meta.crate.64.plate:9366, oredict.crateGt64PlateZebrawood.name
gregtech:gt.meta.crate.64.plate:9367, oredict.crateGt64PlateDarkwood.name
gregtech:gt.meta.crate.64.plate:9368, oredict.crateGt64PlateEtherealwood.name
gregtech:gt.meta.crate.64.plate:9369, oredict.crateGt64PlateGoldwood.name
gregtech:gt.meta.crate.64.plate:9370, oredict.crateGt64PlateHellbark.name
gregtech:gt.meta.crate.64.plate:9371, oredict.crateGt64PlateJacaranda.name
gregtech:gt.meta.crate.64.plate:9372, oredict.crateGt64PlateMangrove.name
gregtech:gt.meta.crate.64.plate:9373, oredict.crateGt64PlateSacredOak.name
gregtech:gt.meta.crate.64.plate:9374, oredict.crateGt64PlateMagicwood.name
gregtech:gt.meta.crate.64.plate:9375, oredict.crateGt64PlateApplewood.name
gregtech:gt.meta.crate.64.plate:9376, oredict.crateGt64PlateAshwood.name
gregtech:gt.meta.crate.64.plate:9377, oredict.crateGt64PlateBeech.name
gregtech:gt.meta.crate.64.plate:9378, oredict.crateGt64PlateBoxwood.name
gregtech:gt.meta.crate.64.plate:9379, oredict.crateGt64PlateBrazilwood.name
gregtech:gt.meta.crate.64.plate:9380, oredict.crateGt64PlateButternutwood.name
gregtech:gt.meta.crate.64.plate:9381, oredict.crateGt64PlateCedar.name
gregtech:gt.meta.crate.64.plate:9382, oredict.crateGt64PlateElderwood.name
gregtech:gt.meta.crate.64.plate:9383, oredict.crateGt64PlateElm.name
gregtech:gt.meta.crate.64.plate:9384, oredict.crateGt64PlateEucalyptus.name
gregtech:gt.meta.crate.64.plate:9385, oredict.crateGt64PlateFigwood.name
gregtech:gt.meta.crate.64.plate:9386, oredict.crateGt64PlateGingko.name
gregtech:gt.meta.crate.64.plate:9387, oredict.crateGt64PlateHemlock.name
gregtech:gt.meta.crate.64.plate:9388, oredict.crateGt64PlateHickory.name
gregtech:gt.meta.crate.64.plate:9389, oredict.crateGt64PlateHolly.name
gregtech:gt.meta.crate.64.plate:9390, oredict.crateGt64PlateHornbeam.name
gregtech:gt.meta.crate.64.plate:9391, oredict.crateGt64PlateIroko.name
gregtech:gt.meta.crate.64.plate:9392, oredict.crateGt64PlateLocust.name
gregtech:gt.meta.crate.64.plate:9393, oredict.crateGt64PlateLogwood.name
gregtech:gt.meta.crate.64.plate:9394, oredict.crateGt64PlateMaclura.name
gregtech:gt.meta.crate.64.plate:9395, oredict.crateGt64PlateOlivewood.name
gregtech:gt.meta.crate.64.plate:9396, oredict.crateGt64PlatePearwood.name
gregtech:gt.meta.crate.64.plate:9397, oredict.crateGt64PlatePinkIvory.name
gregtech:gt.meta.crate.64.plate:9398, oredict.crateGt64PlatePurpleheart.name
